,ds,y
182610,2010-02-05,4417.22
182611,2010-02-12,5120.83
182612,2010-02-19,5058.49
182613,2010-02-26,5017.01
182614,2010-03-05,5451.38
182615,2010-03-12,7123.1
182616,2010-03-19,5873.85
182617,2010-03-26,6301.91
182618,2010-04-02,7270.33
182619,2010-04-09,7023.4
182620,2010-04-16,7522.46
182621,2010-04-23,7493.31
182622,2010-04-30,6433.29
182623,2010-05-07,6486.16
182624,2010-05-14,6017.76
182625,2010-05-21,6392.25
182626,2010-05-28,6869.24
182627,2010-06-04,6401.22
182628,2010-06-11,5932.2
182629,2010-06-18,7206.48
182630,2010-06-25,6253.65
182631,2010-07-02,7286.82
182632,2010-07-09,6574.53
182633,2010-07-16,7625.15
182634,2010-07-23,6763.83
182635,2010-07-30,7111.26
182636,2010-08-06,7124.44
182637,2010-08-13,6221.03
182638,2010-08-20,6139.77
182639,2010-08-27,6344.9
182640,2010-09-03,6445.71
182641,2010-09-10,6945.69
182642,2010-09-17,6587.4
182643,2010-09-24,6135.41
182644,2010-10-01,6091.95
182645,2010-10-08,7030.48
182646,2010-10-15,6498.88
182647,2010-10-22,6382.86
182648,2010-10-29,6145.64
182649,2010-11-05,6288.87
182650,2010-11-12,7268.43
182651,2010-11-19,6501.02
182652,2010-11-26,4978.04
182653,2010-12-03,5420.18
182654,2010-12-10,5227.02
182655,2010-12-17,4433.09
182656,2010-12-24,4594.45
182657,2010-12-31,5421.22
182658,2011-01-07,5402.43
182659,2011-01-14,4518.5
182660,2011-01-21,4654.17
182661,2011-01-28,4612.77
182662,2011-02-04,4832.08
182663,2011-02-11,4962.55
182664,2011-02-18,6078.6
182665,2011-02-25,4369.37
182666,2011-03-04,5922.06
182667,2011-03-11,5522.17
182668,2011-03-18,6866.59
182669,2011-03-25,6069.77
182670,2011-04-01,5912.38
182671,2011-04-08,7844.61
182672,2011-04-15,7620.55
182673,2011-04-22,6853.41
182674,2011-04-29,7100.27
182675,2011-05-06,7704.69
182676,2011-05-13,7185.75
182677,2011-05-20,5722.59
182678,2011-05-27,7262.91
182679,2011-06-03,7184.85
182680,2011-06-10,5419.02
182681,2011-06-17,7530.5
182682,2011-06-24,7208.59
182683,2011-07-01,6870.08
182684,2011-07-08,7207.36
182685,2011-07-15,6878.07
182686,2011-07-22,6127.25
182687,2011-07-29,6950.01
182688,2011-08-05,6048.37
182689,2011-08-12,6417.78
182690,2011-08-19,7105.47
182691,2011-08-26,6653.78
182692,2011-09-02,6978.17
182693,2011-09-09,6818.67
182694,2011-09-16,6570.81
182695,2011-09-23,6814.18
182696,2011-09-30,6399.96
182697,2011-10-07,7473.69
182698,2011-10-14,7139.95
182699,2011-10-21,6483.39
182700,2011-10-28,6682.38
182701,2011-11-04,6541.02
182702,2011-11-11,7824.52
182703,2011-11-18,6719.35
182704,2011-11-25,6252.41
182705,2011-12-02,5851.32
182706,2011-12-09,5823.52
182707,2011-12-16,5195.1
182708,2011-12-23,5550.8
182709,2011-12-30,4381.95
182710,2012-01-06,5788.7
182711,2012-01-13,6134.21
182712,2012-01-20,4601.74
182713,2012-01-27,5045.55
182714,2012-02-03,5733.42
182715,2012-02-10,6208.72
182716,2012-02-17,4786.74
182717,2012-02-24,6174.89
182718,2012-03-02,6859.9
182719,2012-03-09,6129.84
182720,2012-03-16,7536.68
182721,2012-03-23,8279.42
182722,2012-03-30,7379.79
182723,2012-04-06,8449.18
182724,2012-04-13,7176.13
182725,2012-04-20,7423.97
182726,2012-04-27,6524.49
182727,2012-05-04,6786.54
182728,2012-05-11,7345.65
182729,2012-05-18,6936.74
182730,2012-05-25,7051.8
182731,2012-06-01,6745.31
182732,2012-06-08,7290.43
182733,2012-06-15,6454.09
182734,2012-06-22,6958.16
182735,2012-06-29,7693.72
182736,2012-07-06,7738.62
182737,2012-07-13,6394.12
182738,2012-07-20,6805.27
182739,2012-07-27,6370.14
182740,2012-08-03,5616.34
182741,2012-08-10,6437.93
182742,2012-08-17,7185.07
182743,2012-08-24,7409.19
182744,2012-08-31,6491.25
182745,2012-09-07,5801.69
182746,2012-09-14,6436.19
182747,2012-09-21,7139.53
182748,2012-09-28,6934.0
182749,2012-10-05,7742.99
182750,2012-10-12,6533.18
182751,2012-10-19,6607.77
182752,2012-10-26,6984.87
